,V1_Dir,V1_Action,V1_Lane_Nu,V1_Driver1,V2_Driver1,V2_Dir,V2_Action,V2_Lane_Nu,Total_Vehi,Fatalities,Injury_Typ,Injured,Property_D,Crash_Type,V1_Vehicle,V2_Driver_,Pedalcycli,Pedestrian,Motorcycli,V1_Type
0,0.0,3.0,0.0,0.0,1.14010695187166,0.564128095760449,9.0,0.0,4.0,1.03,1.89625,0.0,0.0,4.0,,,,,,
1,1.0,3.0,0.0,8.0,0.89,1.29622377622378,7.68910256410256,0.0,1.0,1.12,1.0,1.0,1.0,3.0,,,,,,
2,0.0,6.0,1.0,8.0,1.16,0.49242887332903,8.67736225895317,0.0,1.0,1.07,1.81033333333333,0.0,0.0,3.0,,,,,,
3,3.0,16.0,0.0,4.77690562129392,1.19066666666667,2.03252792553323,8.55618772415062,0.0,1.0,1.07,1.95416120721384,0.0,0.0,3.0,,,,,,
4,1.0,3.0,0.0,0.0,1.1834398034398,1.13698531937342,7.08195374921938,0.0,1.0,1.04,1.93830952380952,0.0,0.0,3.0,,,,,,
5,3.0,3.0,1.0,3.32849770394117,1.5,2.32857668216806,7.35460363662592,0.0,1.0,1.05,2.11157787388051,0.0,0.0,3.0,,,,,,
6,0.0,15.0,1.0,11.0,0.0,0.0,14.0,1.0,2.0,1.18,1.77476506024096,0.0,0.0,0.0,,,,,,
7,2.0,3.0,3.0,4.83642983796389,1.73333333333333,1.84692307692308,6.82080357142857,0.0,1.0,1.09,2.0,1.0,1.0,3.0,,,,,,
8,0.0,3.0,2.0,8.0,1.06,0.430725574993378,9.0,2.0,6.0,1.07,1.77761904761905,0.0,0.0,4.0,,,,,,
9,2.0,3.0,1.0,3.14509259259259,4.0,3.0,13.0,1.0,2.0,1.22166666666667,1.92192456944342,0.0,0.0,0.0,,,,,,
10,0.0,14.0,0.0,0.0,1.08,1.16759796898311,8.66028887470325,0.0,1.0,1.09,1.85541666666667,0.0,0.0,3.0,,,,,,
11,1.0,3.0,4.0,0.0,0.0,1.0,12.0,4.0,2.0,1.01,1.0,1.0,1.0,4.0,,,,,,
12,1.0,3.0,0.0,0.0,0.0,1.0,12.0,0.0,2.0,1.06,1.96632160453688,0.0,0.0,4.0,,,,,,
13,1.0,3.0,1.0,0.0,0.0,1.0,12.0,1.0,2.0,1.03,1.88072579461113,0.0,0.0,4.0,,,,,,
14,1.0,3.0,4.0,0.0,0.0,1.0,12.0,4.0,3.0,1.015,1.77586477919844,0.0,0.0,4.0,,,,,,
15,1.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.02,2.04967273954116,0.0,0.0,4.0,,,,,,
16,2.0,3.0,0.0,8.0,0.0,2.0,13.0,0.0,3.0,1.39166666666667,2.0,2.0,1.0,0.0,,,,,,
17,2.0,6.0,1.0,3.0,0.72,1.96643772893773,6.08172023809524,0.0,1.0,1.02,2.0,1.0,1.0,3.0,,,,,,
18,2.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,3.0,1.09,2.07234375,0.0,0.0,0.0,,,,,,
19,1.0,6.0,0.0,0.0,0.38,1.15274281970676,7.60233096872674,0.0,1.0,1.0,1.76391791044776,0.0,0.0,3.0,,,,,,
20,3.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,2.0,1.18166666666667,2.0,1.0,1.0,0.0,,,,,,
21,1.0,6.0,0.0,3.0,0.380666666666667,1.13160409233584,8.18284308956888,0.0,1.0,1.0,1.8925,0.0,0.0,3.0,,,,,,
22,2.0,1.0,2.0,7.11022606164881,0.0,2.0,3.0,2.0,2.0,1.01,2.00844450903693,0.0,0.0,7.0,,,,,,
23,1.0,3.0,0.0,0.0,0.0,1.0,12.0,5.0,2.0,1.03,1.84722083949276,0.0,0.0,4.0,,,,,,
24,1.0,3.0,0.0,18.0,0.2,1.29785008385008,7.87569835680751,0.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,
25,2.0,3.0,0.0,8.0,0.38,1.91477011378792,8.3299020466076,0.0,1.0,1.01,2.12958333333333,0.0,0.0,3.0,,,,,,
26,2.0,3.0,1.0,0.0,0.0,2.0,12.0,1.0,2.0,1.20666666666667,2.0356097034068,0.0,0.0,0.0,,,,,,
27,2.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,1.06,2.0,4.0,1.0,4.0,,,,,,
28,0.0,3.0,1.0,8.0,0.0,0.0,12.0,1.0,2.0,1.17,1.86221271552685,0.0,0.0,4.0,,,,,,
29,1.0,3.0,2.0,8.0,0.0,1.0,12.0,2.0,2.0,1.1,1.9720817178785,0.0,0.0,4.0,,,,,,
30,1.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.03,2.02852380952381,0.0,0.0,8.0,,,,,,
31,1.0,6.0,0.0,8.0,0.22,1.12148870772046,8.20355899238406,0.0,1.0,1.0,1.77916666666667,0.0,0.0,3.0,,,,,,
32,1.0,3.0,0.0,8.0,0.203636363636364,1.19354384969975,8.59930416300971,0.0,1.0,1.0,1.91851851851852,0.0,0.0,3.0,,,,,,
33,2.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,1.03,2.00928650037893,0.0,0.0,6.0,,,,,,
34,2.0,3.0,0.0,1.5005351975352,0.0,2.0,12.0,5.0,3.0,1.24666666666667,2.0,2.0,1.0,4.0,,,,,,
35,1.0,3.0,0.0,8.0,0.14,1.34995109395109,7.07476780125196,0.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,
36,1.0,6.0,0.0,8.0,0.0,1.0,3.0,0.0,2.0,1.12,2.0,1.0,1.0,0.0,,,,,,
37,3.0,3.0,0.0,3.86675968329916,0.0,2.0,3.0,0.0,2.0,1.25166666666667,1.0,1.0,1.0,0.0,,,,,,
38,2.0,3.0,0.0,7.60259028643956,0.0,2.0,12.0,0.0,2.0,1.09,2.09254070649864,0.0,0.0,4.0,,,,,,
39,0.0,14.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,1.23,1.0,1.0,1.0,0.0,,,,,,
40,1.0,6.0,0.0,8.0,0.406666666666667,1.19900549450549,6.84068560606061,0.0,1.0,1.01,1.0,1.0,1.0,3.0,,,,,,
41,1.0,6.0,2.0,3.28616097760242,0.0,2.0,3.0,2.0,2.0,1.05,2.0,1.0,1.0,6.0,,,,,,
42,1.0,3.0,4.0,0.0,0.0,1.0,3.0,4.0,2.0,1.04,2.10946241586129,0.0,0.0,4.0,,,,,,
43,1.0,3.0,4.0,0.0,0.0,1.0,12.0,4.0,2.0,1.03,2.02575416877069,0.0,0.0,4.0,,,,,,
44,0.0,13.0,0.0,8.0,0.163333333333333,1.41495951332868,9.0,0.0,2.0,1.16,1.96775,0.0,0.0,0.0,,,,,,
45,2.0,1.0,3.0,0.0,0.0,2.0,3.0,3.0,2.0,1.01,2.1254057225546,0.0,0.0,7.0,,,,,,
46,1.0,3.0,3.0,0.0,0.0,1.0,3.0,3.0,3.0,1.015,2.03302674369033,0.0,0.0,4.0,,,,,,
47,1.0,3.0,4.0,1.74246018641324,0.0,1.0,12.0,4.0,2.0,1.14,2.0,1.0,1.0,4.0,,,,,,
48,2.0,3.0,2.0,1.0,0.0,2.0,12.0,2.0,2.0,1.06,2.08436143495624,0.0,0.0,4.0,,,,,,
49,3.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,1.33166666666667,2.0,1.0,1.0,0.0,,,,,,
50,1.0,3.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,1.08,2.14989515466284,0.0,0.0,4.0,,,,,,
51,1.22842421462637,6.0,0.0,3.98903098405413,0.0,0.0,3.0,0.0,2.0,1.135,2.0,1.0,1.0,0.0,,,,,,
52,0.0,3.0,0.0,5.00653174603175,0.0,1.0,3.0,0.0,2.0,1.1,2.0,1.0,1.0,0.0,,,,,,
53,0.0,3.0,0.0,0.0,0.0,3.0,13.0,0.0,3.0,1.25666666666667,1.86064393529273,0.0,0.0,0.0,,,,,,
54,1.0,1.0,2.0,7.21122801298697,0.0,1.0,3.0,2.0,2.0,1.03,2.0569176273165,0.0,0.0,7.0,,,,,,
55,2.0,3.0,0.0,0.0,0.0,2.0,14.0,0.0,2.0,1.16666666666667,2.05070174945988,0.0,0.0,4.0,,,,,,
56,2.0,16.0,3.0,0.0,0.0,2.0,15.0,3.0,2.0,1.13,1.99147715112603,0.0,0.0,7.0,,,,,,
57,3.0,3.0,0.0,5.38984892577113,0.66,2.28494941937384,7.67212461988011,0.0,1.0,1.02,2.07238927738928,0.0,0.0,3.0,,,,,,
58,2.0,3.0,3.0,0.0,0.0,2.0,3.0,3.0,2.0,1.21916666666667,2.0,1.0,1.0,0.0,,,,,,
59,1.0,3.0,0.0,8.0,0.248311688311688,1.18039787405377,8.3929020466076,0.0,1.0,1.0,1.9725,0.0,0.0,3.0,,,,,,
60,1.0,16.0,0.0,5.87004970358851,0.2,1.14598281236835,8.54909006331255,0.0,1.0,1.0,1.83791666666667,0.0,0.0,3.0,,,,,,
61,2.0,3.0,0.0,0.0,0.44,1.9376339869281,4.85505581576893,0.0,1.0,1.0,3.0,0.0,1.0,3.0,,,,,,
62,3.0,3.0,2.0,0.0,4.0,3.0,9.0,2.0,2.0,1.15166666666667,1.95846153846154,0.0,0.0,3.0,,,,,,
63,0.0,3.0,1.0,17.0,0.0,0.0,12.0,1.0,2.0,1.11,2.0,6.0,1.0,4.0,,,,,,
64,1.0,3.0,4.0,0.0,0.0,1.0,3.0,4.0,3.0,1.02,2.0,1.0,1.0,4.0,,,,,,
65,2.0,3.0,2.0,8.0,0.42,1.72,9.0,2.0,3.0,1.1,2.0,1.0,1.0,0.0,,,,,,
66,1.0,3.0,0.0,0.0,0.05,1.24078787878788,6.24595573870574,0.0,1.0,1.02,1.0,1.0,1.0,3.0,,,,,,
67,1.0,10.0,3.0,24.0,0.0,1.0,3.0,3.0,2.0,1.01,2.00327477017365,0.0,0.0,7.0,,,,,,
68,1.6652749052278,6.0,0.0,4.8816599530027,0.36,1.88086626763407,8.05067057902973,0.0,1.0,1.01,2.01666666666667,0.0,0.0,3.0,,,,,,
69,0.0,3.0,0.0,0.0,0.1,0.642689149726739,4.71704653679654,0.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,
70,1.0,3.0,0.0,0.0,-7.35869698509362e-17,1.34807158006103,6.8677205882353,0.0,1.0,1.08,2.0,1.0,1.0,3.0,,,,,,
71,1.0,14.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.11,2.0,1.0,1.0,0.0,,,,,,
72,0.0,3.0,0.0,8.0,0.12,0.669389792927383,7.94978169014084,0.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,
73,3.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.1,2.0,1.0,1.0,0.0,,,,,,
74,3.0,3.0,1.0,0.0,0.0,3.0,12.0,1.0,2.0,1.17666666666667,1.99383841379121,0.0,0.0,4.0,,,,,,
75,1.0,3.0,0.0,1.9781,0.0,1.0,12.0,0.0,2.0,1.06,2.0,1.0,1.0,4.0,,,,,,
76,2.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.28666666666667,1.0,2.0,1.0,0.0,,,,,,
77,1.63127024360112,3.0,3.0,4.48027007320036,0.273333333333333,1.802,6.52247023809524,0.0,1.0,1.01,2.0,1.0,1.0,3.0,,,,,,
78,1.0,1.0,3.0,8.0,0.0,1.0,3.0,3.0,3.0,1.01,2.03202477017365,0.0,0.0,7.0,,,,,,
79,1.76156020485998,3.0,3.0,1.43390913865546,0.0,2.0,3.0,3.0,2.0,1.08,2.0,1.0,1.0,4.0,,,,,,
80,1.0,3.0,2.0,3.30888516197798,0.14,1.15972259545434,8.24690798565276,0.0,1.0,1.0,2.02326851851852,0.0,0.0,3.0,,,,,,
81,1.0,6.0,2.0,8.0,0.0,1.0,3.0,2.0,2.0,1.07,1.87778909112401,0.0,0.0,0.0,,,,,,
82,1.0,3.0,0.0,8.0,0.0,3.0,3.0,0.0,2.0,1.33,2.0,1.0,1.0,0.0,,,,,,
83,3.0,3.0,0.0,0.0,0.25,1.95123311410811,6.54432844932845,0.0,1.0,1.1,2.0,1.0,1.0,3.0,,,,,,
84,0.0,3.0,1.0,0.0,0.0,0.0,12.0,1.0,2.0,1.03,2.0,1.0,1.0,4.0,,,,,,
85,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,1.04,2.0,1.0,1.0,4.0,,,,,,
86,2.0,3.0,1.0,0.0,0.0,2.0,12.0,1.0,2.0,1.03,2.00863766009667,0.0,0.0,7.0,,,,,,
87,2.0,3.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,1.02,2.09034454265009,0.0,0.0,4.0,,,,,,
88,0.0,16.0,0.0,4.24255555555555,0.0,1.0,3.0,0.0,2.0,1.245,2.0,1.0,1.0,0.0,,,,,,
89,2.0,6.0,0.0,12.0,0.14,1.94980216506997,8.25639232571739,0.0,1.0,1.01,2.15958333333333,0.0,0.0,3.0,,,,,,
90,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,1.03,2.0,1.0,1.0,4.0,,,,,,
91,3.0,14.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,1.135,2.0,3.0,1.0,0.0,,,,,,
92,1.0,3.0,0.0,5.88595836310381,0.161818181818182,1.24662508662509,6.99275,0.0,1.0,1.0,2.0,2.0,1.0,3.0,,,,,,
93,3.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.16833333333333,1.92865441163775,0.0,0.0,3.0,,,,,,
94,2.0,3.0,0.0,0.0,0.173333333333333,1.93070083976126,5.38138036405344,0.0,1.0,1.0,2.17494980694981,0.0,0.0,3.0,,,,,,
95,0.0,14.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,1.1625,2.0,1.0,1.0,0.0,,,,,,
96,1.0,3.0,0.0,0.0,0.0319246519246518,1.15638066821063,6.63683486810049,0.0,1.0,1.0,1.97564935064935,0.0,0.0,3.0,,,,,,
97,0.0,3.0,1.0,8.0,0.0,0.0,12.0,1.0,2.0,1.02,2.0,1.0,1.0,4.0,,,,,,
98,0.0,14.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,1.125,2.0,2.0,1.0,0.0,,,,,,
99,3.0,14.0,0.0,9.0,0.0,0.0,3.0,0.0,2.0,1.2,2.0,1.0,1.0,0.0,,,,,,
100,1.0,3.0,4.0,0.0,0.0,1.0,12.0,4.0,2.0,1.03,2.0,1.0,1.0,4.0,,,,,,
101,3.0,3.0,1.0,0.0,0.0,3.0,12.0,1.0,2.0,1.07166666666667,2.0,1.0,1.0,4.0,,,,,,
102,2.0,7.0,0.0,0.0,0.0,2.0,12.0,0.0,2.0,1.06,2.10629108851386,0.0,0.0,7.0,,,,,,
103,0.0,3.0,0.0,0.0,0.146666666666667,0.794711895508747,6.85120658819415,0.0,1.0,1.0,1.98531442080378,0.0,0.0,3.0,,,,,,
104,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,1.11,2.08709240824002,0.0,0.0,4.0,,,,,,
105,2.0,3.0,2.0,0.0,0.0999999999999999,1.84445020511687,6.91372907807223,0.0,1.0,1.07,2.07658485396936,0.0,0.0,3.0,,,,,,
106,0.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,1.115,2.0,2.0,1.0,0.0,,,,,,
107,0.0,10.0,0.0,8.52585714285714,0.0,0.0,12.0,0.0,2.0,1.04,2.04440297662575,0.0,0.0,7.0,,,,,,
108,2.0,3.0,2.0,0.0,0.0,2.0,12.0,2.0,3.0,1.03,2.06039022352078,0.0,0.0,4.0,,,,,,
109,2.0,3.0,0.0,0.0,0.0266666666666666,1.62490242972578,6.25696342438122,0.0,1.0,1.07,1.99252777777778,0.0,0.0,3.0,,,,,,
110,1.0,3.0,4.0,3.0,0.0,1.0,3.0,4.0,2.0,1.105,2.0357221385947,0.0,0.0,0.0,,,,,,
111,3.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,1.25166666666667,1.0,1.0,1.0,0.0,,,,,,
112,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.05,2.0,1.0,1.0,3.0,,,,,,
113,2.0,3.0,3.0,0.0,0.267809523809524,2.0,3.0,3.0,2.0,1.0,2.01,0.0,0.0,3.0,,,,,,
114,2.0,6.0,0.0,0.0,0.206666666666667,1.81232954545455,7.48448850574713,0.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,
115,1.0,6.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,1.02,1.98610951043339,0.0,0.0,7.0,,,,,,
116,2.0,3.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,1.10266666666667,2.11062033321276,0.0,0.0,4.0,,,,,,
117,1.0,3.0,3.0,0.0,0.0,1.0,3.0,3.0,3.0,1.025,2.0,1.0,1.0,4.0,,,,,,
118,2.0,15.0,0.0,0.0,-7.35522753814166e-17,1.44212710363252,8.20810406001889,0.0,1.0,1.05,1.98422366621067,0.0,0.0,3.0,,,,,,
119,0.0,3.0,2.0,3.63583333333333,0.12,0.452777777777778,9.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,,,,,,
120,0.0,6.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,1.065,1.94217466194854,0.0,0.0,0.0,,,,,,
121,2.0,16.0,2.0,9.0,0.26,1.70299927771759,8.31433531746032,0.0,1.0,1.01,1.82725,0.0,0.0,3.0,,,,,,
122,3.0,3.0,3.0,0.0,0.0,3.0,12.0,3.0,2.0,1.06166666666667,1.94829927997757,0.0,0.0,4.0,,,,,,
123,2.0,3.0,0.0,0.0,0.0,2.0,12.0,0.0,2.0,1.05,2.21566235552049,0.0,0.0,4.0,,,,,,
124,2.0,3.0,0.0,0.0,0.15,2.03485576923077,4.17798502886003,0.0,1.0,1.015,2.0,1.0,1.0,3.0,,,,,,
125,1.0,6.0,0.0,0.0,0.120666666666667,1.15490948637343,7.49673160975238,0.0,1.0,1.0,1.88512250161186,0.0,0.0,3.0,,,,,,
126,2.0,3.0,1.0,2.35577540129869,0.206666666666667,1.96074124211866,7.34798242174299,0.0,1.0,1.0,2.12,0.0,0.0,3.0,,,,,,
127,1.0,4.0,0.0,4.63611091798037,0.178969696969697,1.30098688155297,8.81157669335234,0.0,1.0,1.08,1.90851851851852,0.0,0.0,0.0,,,,,,
128,3.0,3.0,0.0,8.0,0.326666666666667,2.21215454757897,7.11770154939397,0.0,1.0,1.02,2.09405594405594,0.0,0.0,3.0,,,,,,
129,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.15166666666667,1.0,3.0,1.0,0.0,,,,,,
130,1.0,3.0,2.0,0.0,0.16,1.28976558164058,7.15131898656899,0.0,1.0,1.06,2.0,1.0,1.0,3.0,,,,,,
131,0.0,14.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.08166666666667,2.0851667419537,0.0,0.0,0.0,,,,,,
132,2.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,1.075,2.07276236485744,0.0,0.0,0.0,,,,,,
133,2.0,15.0,0.0,0.0,0.0399999999999999,1.53066877029919,8.23254850446333,0.0,1.0,1.05,1.98125,0.0,0.0,3.0,,,,,,
134,3.0,3.0,1.0,0.0,0.0,3.0,3.0,1.0,3.0,1.29333333333333,1.0,2.0,1.0,0.0,,,,,,
135,3.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.05166666666667,2.1692151675485,0.0,0.0,7.0,,,,,,
136,3.0,3.0,1.0,0.0,0.0,3.0,12.0,1.0,2.0,1.1,2.01532364830573,0.0,0.0,4.0,,,,,,
137,3.0,6.0,2.0,0.0,0.0,3.0,3.0,2.0,2.0,1.19,2.0,1.0,1.0,0.0,,,,,,
138,0.0,3.0,3.0,17.0,0.0,0.0,3.0,3.0,2.0,1.02,2.02213727017365,0.0,0.0,4.0,,,,,,
139,1.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.13766666666667,2.0,1.0,1.0,0.0,,,,,,
140,1.0,6.0,0.0,4.60022535814291,0.121,1.12863614361789,8.27264112237528,0.0,1.0,1.0,1.82,0.0,0.0,3.0,,,,,,
141,3.0,3.0,0.0,24.0,0.24,1.77201679888739,7.87230303030303,0.0,1.0,1.09,2.0,2.0,1.0,0.0,,,,,,
142,1.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,1.15,2.0,1.0,1.0,4.0,,,,,,
143,2.0,3.0,0.0,0.0,0.012,1.78638816346697,7.10393939393939,0.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,
144,3.0,14.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,1.135,1.0,1.0,1.0,0.0,,,,,,
145,3.0,3.0,1.0,0.0,0.0,3.0,12.0,1.0,2.0,1.24666666666667,1.0,1.0,1.0,4.0,,,,,,
146,0.0,3.0,2.0,3.0,2.0,3.0,12.0,2.0,3.0,1.13166666666667,2.0,2.0,1.0,4.0,,,,,,
147,1.0,3.0,0.0,0.0,0.0266666666666666,1.1835861965664,7.27167316201201,0.0,1.0,1.03,2.07854789590255,0.0,0.0,3.0,,,,,,
148,2.0,14.0,0.0,0.0,0.0,3.0,12.0,0.0,2.0,1.25,2.0,1.0,1.0,0.0,,,,,,
149,0.0,14.0,1.0,0.0,0.0,2.0,12.0,1.0,2.0,1.265,2.0,1.0,1.0,0.0,,,,,,
150,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.135,2.0,1.0,1.0,0.0,,,,,,
151,1.0,3.0,2.0,5.08415508909695,0.0,1.0,12.0,2.0,2.0,1.04,2.0,1.0,1.0,4.0,,,,,,
152,0.0,3.0,0.0,0.0,0.09,0.905069802808212,5.71390035218331,0.0,1.0,1.0,0.0,1.0,1.0,3.0,,,,,,
153,3.0,16.0,2.0,3.3430115563038,0.0,3.0,3.0,2.0,2.0,1.14166666666667,1.90427477017365,0.0,0.0,0.0,,,,,,
154,0.0,15.0,0.0,0.0,0.04,0.861508373333164,5.31544088669951,0.0,1.0,1.02,2.0,1.0,1.0,3.0,,,,,,
155,2.0,3.0,0.0,12.0,0.246666666666667,1.5896065400727,7.02911143419516,0.0,1.0,1.08,1.89892424242424,0.0,0.0,3.0,,,,,,
156,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,1.91198757309942,0.0,0.0,4.0,,,,,,
157,0.0,3.0,3.0,0.0,0.0,0.0,12.0,3.0,3.0,1.16,2.0,2.0,1.0,4.0,,,,,,
158,0.0,3.0,3.0,17.0,0.0,0.0,12.0,3.0,2.0,1.15,2.0,1.0,1.0,4.0,,,,,,
159,0.0,3.0,3.0,24.0,0.0,0.0,12.0,3.0,2.0,1.13,2.0,1.0,1.0,4.0,,,,,,
160,2.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,4.0,1.055,2.07177477017365,0.0,0.0,0.0,,,,,,
161,0.0,3.0,3.0,4.19761650083096,0.0,0.0,12.0,3.0,2.0,1.09,2.07910513492914,0.0,0.0,4.0,,,,,,
162,1.0,3.0,0.0,0.0,0.0866666666666666,1.5694597364409,5.92348282384141,0.0,1.0,1.03,2.05599263148199,0.0,0.0,3.0,,,,,,
163,1.0,6.0,3.0,0.0,0.0,1.0,3.0,3.0,3.0,1.04,1.94526560627553,0.0,0.0,0.0,,,,,,
164,1.0,14.0,2.0,0.0,0.0399999999999999,1.35531045751634,7.8413342835841,0.0,1.0,1.01,1.95034090909091,0.0,0.0,3.0,,,,,,
165,2.0,3.0,0.0,0.0,0.0499999999999999,1.78664424524751,6.43289224664225,0.0,1.0,1.12,1.0,1.0,1.0,3.0,,,,,,
166,1.0,3.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,1.065,2.0,1.0,1.0,0.0,,,,,,
167,3.0,3.0,1.0,20.0,0.0,3.0,3.0,1.0,2.0,1.23666666666667,2.0,2.0,1.0,4.0,,,,,,
168,2.0,3.0,0.0,5.29177018509206,0.16,1.8330608974359,6.34985507246377,0.0,1.0,1.02,1.0,1.0,1.0,3.0,,,,,,
169,3.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.125,2.0,1.0,1.0,0.0,,,,,,
170,3.0,14.0,1.0,0.0,0.0,3.0,13.0,1.0,3.0,1.17666666666667,1.85274104865385,0.0,0.0,2.0,,,,,,
171,1.0,3.0,0.0,0.0,0.0066666666666665,1.1735861965664,7.27167316201201,0.0,1.0,1.03,2.05473837209302,0.0,0.0,3.0,,,,,,
172,1.0,15.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,1.1,1.88497477017365,0.0,0.0,6.0,,,,,,
173,2.0,3.0,1.0,0.0,0.0,2.0,12.0,1.0,2.0,1.03,2.08855630900434,0.0,0.0,4.0,,,,,,
174,2.0,3.0,0.0,24.0,0.211212121212121,1.96583410417526,8.08815727699531,0.0,1.0,1.17,2.03795833333333,0.0,0.0,0.0,,,,,,
175,2.0,6.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,1.16666666666667,2.0,1.0,1.0,4.0,,,,,,
176,1.0,3.0,3.0,6.00887403732641,0.0,2.0,3.0,3.0,2.0,1.01,2.07514131152703,0.0,0.0,4.0,,,,,,
177,2.0,3.0,1.0,2.18466395693434,0.0,2.0,12.0,1.0,2.0,1.04,2.0,1.0,1.0,4.0,,,,,,
178,2.0,3.0,0.0,0.0,0.0266666666666666,1.87727678603721,6.77456848786419,0.0,1.0,1.0,1.9880303030303,0.0,0.0,3.0,,,,,,
179,2.0,3.0,0.0,0.0,0.0066666666666665,1.92769345270387,7.09968736898307,0.0,1.0,1.0,2.04321059431525,0.0,0.0,3.0,,,,,,
180,1.0,6.0,1.0,0.0,0.12,1.20150084017067,7.10137131563473,0.0,1.0,1.0,1.84577467552491,0.0,0.0,3.0,,,,,,
181,1.0,6.0,1.0,0.0,0.106666666666667,1.19551648351648,5.47942052329099,0.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,
182,2.0,3.0,1.0,0.0,0.0,2.0,12.0,1.0,2.0,1.06,2.13693138241806,0.0,0.0,4.0,,,,,,
183,1.0,3.0,2.0,7.22049231752301,0.0,1.0,3.0,2.0,2.0,1.04,2.1329176273165,0.0,0.0,7.0,,,,,,
184,1.0,14.0,1.0,0.0,0.168666666666667,1.28396293866384,9.0,1.0,2.0,1.12,1.0,2.0,1.0,0.0,,,,,,
185,0.0,14.0,0.0,24.0,0.0,3.0,3.0,0.0,2.0,1.24,1.0,1.0,1.0,0.0,,,,,,
186,2.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,1.15666666666667,2.14899493946082,0.0,0.0,4.0,,,,,,
187,3.0,14.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.14,2.0,1.0,1.0,0.0,,,,,,
188,3.0,14.0,0.0,24.0,0.0,0.0,3.0,0.0,2.0,1.0875,1.93968326063724,0.0,0.0,0.0,,,,,,
189,1.0,3.0,1.0,0.0,0.0,1.0,12.0,1.0,2.0,1.05,2.0,1.0,1.0,4.0,,,,,,
190,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1.14,1.0,5.0,1.0,0.0,,,,,,
191,2.0,3.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,1.04,2.0,1.0,1.0,4.0,,,,,,
192,1.0,6.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,1.145,2.0,2.0,1.0,0.0,,,,,,
193,0.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,2.0,1.115,1.0,1.0,1.0,0.0,,,,,,
194,1.0,3.0,1.0,1.0,0.0482882882882882,1.21799081742845,7.62306537212593,0.0,1.0,1.0,2.02034090909091,0.0,0.0,3.0,,,,,,
