"X","V1_Dir","V1_Action","V1_Lane_Nu","V1_Driver1","V1_Vehicle","V2_Driver1","V2_Dir","V2_Action","V2_Lane_Nu","V2_Driver_","Total_Vehi","Fatalities","Injury_Typ","Injured","Property_D","Crash_Type","Pedalcycli","Pedestrian","Motorcycli","V1_Type"
3411,1,3,4,0,35,0,1,12,4,21,4,1.155,1.94911172669539,0,0,0,1,1,1,39
3412,1,3,0,0,179,0.0118181818181818,1.02951314462237,6.3572306027306,0,0,1,1.01,1,2,1,3,1,1,1,39
3413,2,3,2,24,244,0,2,12,2,29,2,1.12,2,1,1,4,1,1,1,34
3414,2,6,0,11,175,0.0404878048780487,1.98998720321638,9,0,0,2,1.03,2.07,0,0,4,1,1,1,39
3415,0,3,0,8,238,0.00999999999999998,0.584210008747598,8.9205648981609,0,0,1,1.01,1,1,1,3,1,1,1,39
3416,2,1,1,0,69,0,2,3,1,53,2,1.16416666666667,1,1,1,7,1,1,0,28
3417,2,3,1,2.03018007434208,35,0,2,3,1,35,2,1.15666666666667,2.10914766245057,0,0,4,1,1,1,38
3418,2,5,0,0,115,0,1,3,0,25,2,1.1075,2,2,1,0,1,1,1,39
3419,0,3,0,0,0,0,2,3,0,0,2,1.15,2.03142265968072,0,0,0,1,1,1,39
3420,1,3,1,0,35,0,1,12,1,25,3,1.075,2.11046253299768,0,0,4,1,1,1,19
3421,2,3,0,0,35,0.000697674418604558,1.68567061392254,6.7945524791453,0,0,1,1.08,2.03037878787879,0,0,3,1,1,1,49
3422,2,3,0,24,74,0.331578947368421,1.65491666666667,6.61537240537241,0,0,1,1.13,1,1,1,3,1,1,1,7
3423,1,3,1,8,35,0,1,3,1,38,2,1.17,2,2,1,4,1,1,1,39
3424,1,3,3,8,194,0,1,3,3,46,2,1.17,2,1,1,0,1,1,1,38
3425,3,12,0,0,145.911112204294,0.1,2.15737659717757,6.92423176210935,0,0,1,1.055,2.01438467321716,0,0,0,1,1,1,49
3426,0,6,2,0,179,0,0,3,2,45,2,1.125,2,1,1,0,1,1,1,34
3427,2,3,2,0,180.998371704287,0,2,12,2,30,2,1.08,1,2,1,4,1,1,1,39
3428,1,3,0,8,35,0,1,12,0,50,2,1.17,2,1,1,4,1,1,1,7
3429,1,3,0,24,185,0,1,12,0,28,2,1.09,2,1,1,4,1,1,1,37
3430,2,3,0,8,179,0.04,1.9128253968254,7.93153169014085,0,0,1,1.02,2,1,1,3,1,1,1,39
3431,1,3,0,0,185,0,1,3,0,21,2,1.026,2.12875129399586,0,0,4,1,1,1,49
3432,2,3,0,24,35,0.100487804878049,1.89667201626317,7.71475413113573,0,0,1,1.08,2.00478003875969,0,0,3,1,1,1,38
3433,2,1,0,24,179,0.241641651031895,1.94292975969756,6.55805947617058,0,0,1,1.02,2.150625,0,0,3,1,1,1,7
3434,2,3,0,5.26399615570286,187,0,2,12,0,46,2,1.08,2.19689178026147,0,0,4,1,1,1,31.3424242949919
3435,2,3,0,0,35,-1.3235940121703e-16,1.84035049041859,5.9791271487836,0,0,1,1.08,2.01480519480519,0,0,3,1,1,1,7
3436,0,3,0,0,146.60911113397,0.00727272727272718,0.435320702247159,5.06980204863823,0,0,1,1.01,2.24916666666667,0,0,3,1,1,1,7
3437,1,0,1,9.24844444444444,200,0.0410357500835282,1.25327813354594,9,1,0,2,1.08,1.86285596933187,0,0,1,1,1,1,26.8786039095064
3438,2,3,0,0,119.050219359718,-1.50018886202474e-16,1.68527277009969,4.1483924623042,0,0,1,1.02,2.1875,0,0,3,1,1,1,34
3439,1,3,4,24,179,0,1,3,4,42,2,1.13,2.04333346341839,0,0,0,1,1,1,37
3440,2,3,0,0,35,-1.62682367577105e-16,1.66736109011301,6.16008548211694,0,0,1,1.06,1.99284090909091,0,0,3,1,1,1,34
3441,1,3,1,0,6,0,1,3,1,71,2,1.17,2,2,1,4,1,1,1,39
3442,2,3,0,0,51,-1.3239409568655e-16,1.85035049041859,5.94426069579215,0,0,1,1.08,2.00571428571429,0,0,3,1,1,1,7
3443,1,3,0,0,244,0.0401069518716576,0.983555071981023,9,0,0,2,1.01,2.073,0,0,6,1,1,1,7
3444,2,3,2,24,179,0,2,3,2,29,2,1.17,2.01333346341839,0,0,0,1,1,1,37
3445,1,3,0,3,179,0.00727272727272715,1.03794641286842,9,0,0,2,1.01,2.06416666666667,0,0,4,1,1,1,7
3446,1,3,0,0,35,0.000697674418604497,1.08579099242352,6.81642774076659,0,0,1,1.05,2.09265503875969,0,0,3,1,1,1,39
3447,0,3,1,0,35,0,0,12,1,22,3,1.095,2.13673340939886,0,0,4,1,1,1,34
3448,2,14,0,24,203,0,2,3,0,0,2,1.03,1.88603770423125,0,0,7,1,1,1,39
3449,3,3,0,23,184,0.03,2.5102380952381,9,0,0,2,1.04,2,2,1,6,1,1,1,38
3450,0,3,0,0,35,0.0033333333333332,0.390501623916921,7.34198059488921,0,0,1,1.05,1.86136715997181,0,0,3,1,1,1,39
3451,3,3,1,8,67,0.0666666666666666,2.14834598884599,8.13327614379085,0,0,1,1.11,2,1,1,3,1,1,1,34
3452,2.02854692041439,3,2,1.71454113669219,178.001840301424,0,2,3,2,41,2,1.05,2.09359088584853,0,0,7,1,1,1,30.5129509845277
3453,0,6,0,0,35,0.000434782608695539,1.25061829276693,7.26580121638924,0,0,1,1.095,2.09369545454545,0,0,0,1,1,1,34
3454,0,3,0,17,179,0.04,1.11523270163366,9,0,0,2,1.08,2,1,1,0,1,1,1,7
3455,2,1,0,1,267,0,2,3,0,0,2,1.085,2.19755080213904,0,0,0,1,1,1,7
3456,1.45846127923497,6,2,2.94366600910407,179.407323104137,0.0399999999999999,1.52384070238405,8.28945865305614,0,0,1,1.08,1.94765503875969,0,0,0,1,1,1,39
3457,2,3,0,0,35,-1.62682367577105e-16,1.66736109011301,6.16008548211694,0,0,1,1.06,1.99284090909091,0,0,3,1,1,1,34
3458,1,3,4,0,185,0,1,12,4,47,2,1.06,2,1,1,4,1,1,1,34
3459,1,3,1,5.94506386445096,197,0.0411427019551859,1.05603577927557,9,1,0,2,1.01,1.93293172690763,0,0,7,1,1,1,39
3460,1,14,0,6.81613057069251,212,0.140487804878049,1.24420103797103,8.81719544439908,0,0,1,1.05,1.72935185185185,0,0,0,1,1,1,39
3461,0,16,0,7.10798868203408,194,0.136666666666667,0.575359348529185,9,0,0,2,1.03,1,1,1,6,1,1,1,38
3462,1,3,4,24,244,0,1,12,4,44,3,1.06,1,3,1,4,1,1,1,38
3463,3,3,1,12,244,0,3,12,1,59,2,1.08,2.11533620231166,0,0,4,1,1,1,39
3464,1,3,0,0,116,0,2,13,0,35,2,1.14,1.96222169863993,0,0,0,1,1,1,49
3465,0,3,0,0,244,0,0,12,0,51,2,1.07,2.18968625706988,0,0,4,1,1,1,34
3466,1,6,0,8,72,0.0199999999999999,1.11657894736842,6.63006666666667,0,0,1,1.07,2,1,1,3,1,1,1,39
3467,1,3,0,8,179,0.0263169757072196,1.24140303563754,8.14867088045693,0,0,1,1.01,2.04005186415652,0,0,3,1,1,1,39
3468,1,3,4,0,106.177355483418,0,1,12,4,29,3,1.105,2,1,1,4,1,1,1,39
3469,1,3,4,0,120.599098416078,0,1,12,4,43,2,1.05,2.13128318503718,0,0,4,1,1,1,39
3470,2,14,0,0,115,0,3,3,0,27,2,1.13666666666667,2,1,1,0,1,1,1,39
3471,3,3,0,0,1,0,0,1,0,28,2,1.22666666666667,2.10261748840981,0,0,0,1,1,1,39
3472,1,6,2,0,35,0.0799999999999999,1.1675899652269,7.22508923123693,0,0,1,1.01,1.87318174309502,0,0,3,1,1,1,21
3473,0,15,2,0,265,0,3,13,2,31,2,1.18666666666667,2,1,1,0,1,1,1,39
3474,1,14,0,8,213,0.120487804878049,1.29115148842148,8.70955133412339,0,0,1,1.06,1.75185185185185,0,0,0,1,1,1,39
3475,1,3,0,0,51,-1.18099974244501e-16,1.29090073866036,6.32802748455894,0,0,1,1.03,1.98641958670261,0,0,3,1,1,1,7
3476,1,3,0,24,200.429070039116,0,1,12,0,59,2,1.07,2.10900028232637,0,0,4,1,1,1,39
3477,0,3,2,0,174.231439174832,0,0,3,2,40,2,1.05,1,1,1,4,1,1,1,34
3478,0,3,2,0,35,0,0,12,2,29,2,1.14,2.10714244441508,0,0,4,1,1,1,39
3479,1,3,1,0,35,0,1,12,1,54,2,1.15,2.1278171754707,0,0,4,1,1,1,39
3480,0,6,0,3.79024064667454,157,0.2,1.00749622977219,6.62566666666667,0,0,1,1.08,2,1,1,0,1,1,1,7
3481,2,6,0,0,267,0,2,3,0,0,2,1.07,2.17808573540281,0,0,0,1,1,1,39
3482,1,3,1,0,185,0,1,12,1,47,2,1.05,2,2,1,4,1,1,1,7
3483,0,3,2,0,244,0,0,12,2,36,2,1.05,2.02952453818063,0,0,4,1,1,1,7
3484,0,3,2,0,244,0,0,12,2,37,2,1.06,2,2,1,4,1,1,1,7
3485,1,3,1,0,244,0,1,12,1,32,2,1.05,2.05638759935694,0,0,4,1,1,1,39
3486,0,6,0,24,162,0,1,12,0,0,2,1.11,2.0805,0,0,0,1,1,1,38
3487,0,3,3,0,197,0,0,3,3,35,2,1.02,1.93269887378742,0,0,4,1,1,1,39
3488,1,3,0,0,169.145440819545,0,1,3,0,76,2,1.06,2,1,1,3,1,1,1,39
3489,2,3,3,0,35,0,2,12,3,42,2,1.18666666666667,2,1,1,4,1,1,1,7
3490,1,12,0,0,244,0,1,12,0,55,2,1.05,2.11859577719002,0,0,4,1,1,1,7
3491,2,1,4,0,265,0,2,1,4,45,2,1.06,2,1,1,7,1,1,1,7
3492,1,14,0,0,115,0,0,3,0,37,2,1.0875,2,1,1,0,1,1,1,39
3493,0,3,1,0,244,0,0,12,1,21,2,1.03,2,1,1,4,1,1,1,39
3494,2,3,0,0,35,0,2,12,0,52,2,1.17666666666667,2.20170007150727,0,0,4,1,1,1,34
3495,1,6,2,0,267,0,1,3,2,20,2,1.041,1,2,1,6,1,1,1,39
3496,3,14,0,0,115,0,1,3,0,25,2,1.0875,2,1,1,0,1,1,1,39
3497,1,12,0,24,244,0,1,12,0,43,2,1.06,2.13608891108891,0,0,4,1,1,1,39
3498,1,3,1,0,35,0.0266666666666666,1.20226806526807,6.82944036845507,0,0,1,1.07,2,1,1,3,1,1,1,49
3499,2,3,1,0,185,0,2,3,1,50,2,1.09,1,2,1,4,1,1,1,38
3500,1.40748785582731,16,0,2.82732684946783,188.507644897138,0.142183908045977,1.5895898599045,8.4121568627451,0,0,1,1.09,1,1,1,0,1,0,1,39
3501,3,3,0,0,133.569339002786,0.00684365781710905,2.16736016717304,4.23985300176474,0,0,1,1.01,2.1921114996115,0,0,3,1,1,1,7
3502,1,3,2,0,54,0,1,12,2,26,2,1.18,2,1,1,4,1,1,1,39
3503,2,1,4,0,267,0,2,3,4,36,2,1.07,2.14401662867499,0,0,0,1,1,1,39
3504,1,3,0,0,265,0,1,3,0,43,2,1.06,2,1,1,4,1,1,1,39
3505,2,1,0,0,267,0,1,3,5,52,3,1.145,2,2,1,0,1,1,1,34
3506,2,1,0,0,0,0,2,3,0,36,2,1.18166666666667,2.06819462280062,0,0,0,1,1,1,6
3507,0,6,0,4.12054821037067,233,0.196666666666667,0.910140403427993,7.68633093256509,0,0,1,1.01,0,1,1,3,1,1,0,28
3508,1,1,2,0,267,0,1,3,2,34,2,1.04,2.08736405588793,0,0,7,1,1,1,34
3509,0,15,0,0,140.964761625035,0.0499999999999999,0.899384777245262,5.55036772486773,0,0,1,1.02,2,1,1,3,0,1,1,39
3510,1,3,4,17,185,0,1,12,4,23,3,1.055,2,1,1,4,1,1,1,7
3511,2,15,3,0,244,-2.05044314860459e-17,2,3,3,32,2,1.165,2,3,1,0,1,1,1,34
3512,1,6,1,0,185,0,1,3,1,53,2,1.04,1,2,1,4,1,1,1,39
3513,1,3,0,24,0,0,3,3,0,56,2,1.33,0,1,1,0,1,1,1,39
3514,1,3,0,0,244,0,1,12,0,36,2,1.06,2.1844742668898,0,0,4,1,1,1,39
3515,2,3,0,1,0,0,3,3,0,24,2,1.26333333333333,1.92444192531603,0,0,0,1,1,1,39
3516,3,3,0,1,4,0,1,3,0,52,2,1.20666666666667,2.10681599035167,0,0,3,1,1,1,39
3517,2,3,2,2.30937087101306,157,0,2,3,2,62,3,1.03,2.02570165189408,0,0,6,1,1,1,49
3518,1,6,1,0,185,0,1,3,1,53,2,1.04,1,2,1,4,1,1,1,39
3519,1,3,3,0,232,-4.6525283625698e-17,1,12,3,0,2,1.01,2,2,1,4,1,1,1,39
3520,3,3,2,0,185,0,3,12,2,41,2,1.13,2,1,1,4,1,1,1,18
3521,2,3,2,0,35,0,2,12,2,20,2,1.11666666666667,2.15622327519444,0,0,4,1,1,1,39
3522,1,3,0,7.51834973126289,194,0,1,12,0,47,2,1.08,2,1,1,4,1,1,1,34
3523,3,3,0,3.81737120400075,136,0,1,3,0,56,2,1.135,1.81782597340931,0,0,0,1,1,1,26.5144448897719
3524,2,3,2,17,35,0,2,3,2,24,2,1.12666666666667,2.08874845438417,0,0,4,1,1,1,21
3525,2,3,2,24,244,0,2,3,2,69,2,1.07,2.03427477017365,0,0,4,1,1,1,20
3526,2,3,2,0,35,0,2,12,2,22,4,1.12166666666667,2.13538247669971,0,0,4,1,1,1,7
3527,2,3,3,0,35,0,2,12,3,19,2,1.10666666666667,2.09201897041785,0,0,4,1,1,1,7
3528,0,3,0,0,0,0,2,3,0,46,2,1.185,2,2,1,0,1,1,1,34
3529,3,3,2,0,35,0,3,3,2,33,2,1.20833333333333,2,2,1,4,1,1,1,34
3530,2,3,1,0,35,0,2,12,1,48,2,1.15666666666667,2.12009790561798,0,0,4,1,1,1,38
3531,0,3,0,0,115,0,1,3,0,0,2,1.05,2.07250867526194,0,0,0,1,1,1,39
3532,2,3,3,0,185,0,2,12,3,55,2,1.05,2,1,1,4,1,1,1,34
3533,1,3,0,0,203,0,1,14,0,0,2,1.1,1.91517857142857,0,0,0,1,1,1,39
3534,1,3,0,0,244,0,1,12,0,47,2,1.05,2,4,1,4,1,1,1,21
3535,2,0,0,6.73290168049709,200,0,1,9,0,23,2,1.16,2.01298009184947,0,0,1,1,1,1,34
3536,0,15,1,17,115,0,2,3,1,57,2,1.18,2,1,1,0,1,1,0,39
3537,2,3,0,0,185,0,2,12,0,0,2,1.02,2.19867502986858,0,0,4,1,1,1,39
3538,3,15,0,0,35,0,3,12,0,26,2,1.21833333333333,2,1,1,4,1,1,1,39
3539,3,14,0,0,115,0,0,3,0,70,2,1.145,2,4,1,0,1,1,1,7
3540,0,15,0,0,115,0,0,3,0,0,2,1.05,2.09756265337577,0,0,0,1,1,1,39
3541,1,3,0,0,0,0,2,13,0,24,2,1.2,2.0182665243963,0,0,0,1,1,1,39
3542,1,6,0,17,164,0,1,3,0,21,3,1.111,2,1,1,0,1,1,1,7
3543,3,3,0,4.25095944027992,175,0.02,1.916096788166,8.04401732571739,0,0,1,1,3,0,1,3,1,1,1,39
3544,3,14,0,0,115,0.24,1.36700752177594,5.19586611456177,0,0,1,1.01,2,1,1,3,1,0,1,39
3545,1,14,0,0,115,0,2,3,0,38,2,1.1425,1,2,1,0,1,1,1,19
3546,1,3,0,0,212.946516367653,0,2,0,0,0,2,1.01,2.0202380952381,0,0,7,1,1,1,39
3547,0,14,0,1,116,0,1,3,0,59,2,1.165,1.79214460524383,0,0,0,1,1,1,21
3548,1,12,0,0,185,0,1,12,0,20,2,1.01,2.17092212080031,0,0,4,1,1,1,39
3549,1,6,0,1,197,0,1,12,0,25,2,1.04,2.18121197587277,0,0,4,1,1,1,39
3550,3,3,0,0,115,0,2,3,0,0,2,1.06,2.10232818281759,0,0,0,1,1,1,39
3551,0,15,3,8,136,0,2,3,3,29,2,1.11,2.05463254445431,0,0,0,1,1,1,39
3552,1,3,0,0,35,0,1,3,5,81,4,1.05,1.90910810350698,0,0,4,1,1,1,7
3553,3,3,0,1,83,0.0809999999999999,2.2376915362878,7.19402386710505,0,0,1,1.145,2.13241958041958,0,0,0,1,1,1,21
3554,0,14,0,24,115,0,3,3,0,33,2,1.27166666666667,1,1,1,0,1,1,1,38
3555,1,14,0,24,179,0,1,13,0,0,2,1.01,2.005,0,0,7,1,1,1,39
3556,3,3,0,0,115,0,2,3,0,31,2,1.1925,2,3,1,0,1,1,1,7
3557,2,3,1,0,35,0,2,12,1,51,2,1.23666666666667,2,1,1,4,1,1,1,39
3558,0,3,0,0,185,0,0,12,0,0,2,1.085,1.91898601057413,0,0,0,1,1,1,34
3559,2,3,1,0,244,0,2,12,1,37,2,1.05,1.91358087768148,0,0,4,1,1,1,34
3560,1,15,0,0,185,0,1,12,0,33,2,1.05,2.08291902903859,0,0,4,1,1,1,49
3561,2,3,0,0.166087860787662,185,0,2,12,0,55,2,1.05,2.1943069420422,0,0,4,1,1,1,7
3562,0,15,0,0,265,0,3,15,0,0,2,1.13166666666667,1.984426910299,0,0,8,1,1,1,39
3563,2,3,2,0,135.426050018944,0,2,12,2,54,2,1.05,2,1,1,4,1,1,1,39
3564,1,3,3,0,265,0,2,3,3,38,2,1.02,2.08408399185563,0,0,4,1,1,1,39
3565,3,1,1,0,115,0,1,3,1,63,2,1.05,2,1,1,6,1,1,1,39
3566,2,0,0,0,266,0,2,12,0,32,2,1.125,2.12770847851336,0,0,1,1,1,1,7
3567,1,6,0,0,267,0,1,13,0,41,2,1.07,2.15432594760312,0,0,7,1,1,1,39
3568,2,6,3,0,267,0,2,3,3,51,2,1.05,2.02745719041041,0,0,6,1,1,1,7
3569,1,3,0,0,0,0,2,13,0,33,2,1.235,0,2,1,0,1,1,1,7
3570,1,0,0,0,244,0,1,12,0,0,2,1.095,1.95822633565621,0,0,1,1,1,1,34
3571,2,3,0,0,157,-1.08073272553355e-16,1.86784341345741,4.45756965419732,0,0,1,1.01,2.2440625,0,0,3,1,1,1,7
3572,1,3,0,0,179,0.0888943488943488,1.1155897983065,6.81737676988106,0,0,1,1,1.81065910598211,0,0,3,1,1,1,7
3573,2,15,0,0,244,0,0,3,0,64,2,1.1,1,3,1,0,1,1,1,39
3574,1.95941988750038,3,0,1.85349169266888,127.536163063504,0,2,12,0,24,2,1.06,2.13745945680701,0,0,4,1,1,1,38
3575,2,14,0,0,115,0,1,3,0,67,3,1.115,1,2,1,0,1,1,1,7
3576,1,3,0,0,185,0,1,12,0,45,2,1.06,2.19970458074023,0,0,4,1,1,1,39
3577,1,3,3,0,185,0,1,12,3,40,2,1.04,2,2,1,4,1,1,1,39
3578,3,14,1,0,115,0,1,3,1,26,2,1.0675,1,2,1,0,1,1,1,39
3579,1,3,0,1,179,0,1,12,0,0,3,1.025,1.99125,0,0,4,1,1,1,34
3580,1,15,0,0,186.110595658772,0,1,12,0,47,2,1.05,2.11227617189574,0,0,4,1,1,1,49
3581,3,3,2,0,158.215866683273,0,3,12,2,53,3,1.14,1,3,1,4,1,1,1,34
3582,1,1,1,0,267,0,1,3,1,28,2,1.04,1,1,1,7,1,1,1,27
3583,1,3,4,0,179,0,1,3,4,34,3,1.055,2.12755033088827,0,0,0,1,1,1,39
3584,0,3,0,0,115,0,2,3,0,0,2,1.06,2.05931333349965,0,0,0,1,1,1,39
3585,1,3,4,0,35,0,1,3,4,31,3,1.195,2,4,1,4,1,1,1,39
3586,2,1,0,0,267,0,2,12,0,25,3,1.15,2,1,1,0,1,1,1,7
3587,1,14,0,24,115,0,2,3,0,45,3,1.1875,2,1,1,0,1,1,1,38
3588,1,3,0,1.83979249482518,56,0.0799999999999999,1.27851215458876,7.29877328299215,0,0,1,1.02,2.05625644978929,0,0,3,1,1,1,21
3589,3,1,1,0,267,0,3,12,1,46,2,1.115,2.10844714324648,0,0,0,1,1,1,48
3590,0,3,1,9.48716666666667,196,0.02,0,12,1,22,2,1.03,2,1,1,4,1,1,1,28.001829318394
3591,0,3,0,8.14799019909837,194,0,0,12,0,59,2,1.14,1.96774260762052,0,0,0,1,1,1,27.6299015598449
3592,2,1,3,0,267,0,2,3,3,48,2,1.02,2.14279897785003,0,0,7,1,1,1,39
3593,2,3,0,0,265,0,3,13,0,52,2,1.235,2,1,1,0,1,1,1,7
3594,2,14,0,0,115,-3.51108031537706e-17,1,10,0,27,2,1.09,1,1,1,0,1,1,0,7
3595,1,14,0,0,115,0,0,3,0,46,2,1.0575,2,1,1,0,1,1,1,39
3596,3,3,0,0,0,0,2,3,0,55,2,1.31666666666667,2,1,1,0,1,1,1,39
3597,2,3,0,0,185,0,2,12,0,30,2,1.11,2,4,1,4,1,1,1,39
3598,3,14,1,0,115,0,2,3,1,79,2,1.05,2.06430753415483,0,0,0,1,1,1,42
3599,3,14,0,0,115,0,0,3,0,40,2,1.0675,2,1,1,0,1,1,1,48
3600,0,3,3,17,244,0,0,12,3,38,2,1.05,2,1,1,4,1,1,1,34
3601,3,3,2,3,35,0,3,12,2,31,2,1.24833333333333,2,1,1,4,1,1,1,7
3602,3,6,1,17,35,0,3,12,1,32,4,1.24333333333333,1,2,1,4,1,1,1,39
3603,3,15,0,8,115,0,1,3,0,31,2,1.1475,2,2,1,0,1,1,1,39
3604,0,3,0,0,0,0,2,3,0,24,2,1.2,1,2,1,0,1,1,1,39
3605,1,3,3,0,200.216931514963,0.000106951871657663,1.0228398763648,9,3,32,3,1.035,2.06877056849297,0,0,7,1,1,1,7
3606,3,1,0,24,35,0,3,3,0,53,2,1.17666666666667,2.06125385802469,0,0,4,1,1,1,21
3607,0,3,0,0,115,-7.18869408444789e-17,1.52244644128119,6.41915334918631,0,0,1,1.115,1,1,1,0,0,1,1,34
3608,2,3,0,0,0,0,0,3,0,60,3,1.20166666666667,1,4,1,0,1,1,1,7
3609,1,3,0,0,0,0,2,13,0,40,2,1.23,1.99417050948986,0,0,0,1,1,1,49
3610,1,3,3,0,35,0,1,12,3,47,2,1.1,2.11159652451085,0,0,4,1,1,1,7
3611,2,3,0,5.28883679482851,238,0.0816416510318949,1.82143702795483,8.54266123215316,0,0,1,1,1.83950689061154,0,0,3,1,1,1,39
3612,1,1,4,0,267,0,1,3,4,42,2,1.095,2.08377418737228,0,0,0,1,1,1,21
3613,2,14,0,0,115,0,1,3,0,0,2,1.03,2.04151998870694,0,0,0,1,1,1,39
3614,1,16,3,8,157,0.176666666666667,1.24719047619048,7.13919642857143,0,0,1,1,1,1,1,3,1,1,1,19
3615,3,14,0,0,115,0,0,3,0,53,2,1.1525,2,3,1,0,1,1,1,7
3616,0,3,0,0,115,0,2,3,0,0,2,1.06,2.05931333349965,0,0,0,1,1,1,39
3617,2,3,1,0,113.606301399833,0,2,12,1,64,2,1.04,2.06666791643788,0,0,4,1,1,1,39
3618,2,3,0,0,134.140609586599,-1.49984191732955e-16,1.67743943676636,4.03993092384266,0,0,1,1.01,2.2075,0,0,3,1,1,1,34
3619,1,15,0,0,244,0,1,12,0,42,2,1.05,2.13109577719002,0,0,4,1,1,1,7
3620,3,14,0,0,115,0,0,3,0,53,2,1.1525,2,1,1,0,1,1,1,38
3621,3,14,0,0,116,0,2,3,0,0,2,1.04,2.07786358963604,0,0,0,1,1,1,39
3622,2,6,1,0,267,0,2,3,1,40,2,1.04,2,1,1,7,1,1,1,39
3623,1,15,0,0,185,0,1,14,0,41,2,1.08,2,2,1,4,1,1,1,39
3624,2,3,0,0,185,0,2,12,0,25,2,1.05,2,1,1,4,1,1,1,39
3625,1,14,0,0,115,0,2,3,0,30,2,1.1725,2,2,1,0,1,1,1,34
3626,1,3,0,0,244,2,1,12,0,35,2,1.12,2,1,1,4,1,1,1,39
3627,2,3,2,6.69325790951066,201,0,2,3,2,50,2,1.07,2.10345056964299,0,0,7,1,1,1,34
3628,0,3,1,0,265,0,0,12,1,20,2,1.04,2.06424442750312,0,0,4,1,1,1,15
3629,1,12,2,0,152.508237761096,-9.54791801177635e-17,1.16554358899809,9.28080904891882,0,0,1,1,1.99661654135338,0,0,4,1,1,1,11
3630,0,3,1,0,187.419133835772,0,0,12,1,40,2,1.03,2,1,1,4,1,1,1,39
3631,1,15,3,0,115,0,0,3,3,33,2,1.0375,2.06032901189936,0,0,0,1,1,1,39
3632,3,15,0,0,115,0,1,3,0,0,2,1.03,2.10378999889,0,0,0,1,1,1,39
3633,1,3,2,2.68472466073091,56,0,1,12,2,59,4,1.12,2.1241338803301,0,0,4,1,1,1,31.0786033834586
3634,3,14,0,8,265,0,0,3,0,29,2,1.12,2,1,1,0,1,1,1,39
3635,3,0,1,0,266,-1.30763455619132e-16,2.39894835504339,9.14940745302057,0,0,1,1.01,1.85458624708625,0,0,3,1,1,1,34
3636,1,14,2,0,140,0,2,3,2,40,3,1.08,1,4,1,0,1,1,1,39
3637,1,14,0,0,115,0,2,3,0,35,2,1.0975,2,1,1,0,1,1,1,39
3638,1,3,1,5.78373889398183,194,0.108594756749707,1.0720381102779,9,1,0,2,1.01,1.87793172690763,0,0,4,1,1,1,7
3639,1,3,3,24,244,0,1,12,3,36,2,1.05,2.09452406989353,0,0,4,1,1,1,39
3640,0,3,0,0,0,0,2,3,0,30,2,1.23,2,1,1,0,1,1,1,39
3641,0,3,0,24,0,0,0,3,0,30,2,1.16,1.71488387241689,0,0,0,1,1,1,27
3642,1,3,3,0,137.624131368803,0,1,3,3,47,2,1.03,2.08734287726202,0,0,4,1,1,1,38
3643,1,3,0,8,276,0,2,3,0,0,2,1.08,2.10939523809524,0,0,0,1,1,1,42
3644,1,3,3,0,35,0,1,3,3,21,2,1.076,2.14941434484534,0,0,4,1,1,1,40
3645,1,3,4,0,185,0,1,3,4,34,2,1.02,2.13703454130618,0,0,4,1,1,1,39
3646,0,15,0,0,115,0,2,3,0,0,2,1.065,2.24588741830065,0,0,0,1,1,1,7
3647,2,3,0,0,116,0,0,3,0,31,2,1.1475,1,3,1,0,1,1,1,39
3648,2,3,0,17,136.057389172392,0,2,3,0,53,2,1.1,2.18990783410138,0,0,4,1,1,1,38
3649,1.7583697044489,14,0,4.50795668794766,183.083914645875,0.131111111111111,1.75253653543778,9,0,0,2,1.07,1.79983333333333,0,0,0,1,1,1,39
3650,3,14,0,0,115,0,0,3,0,33,2,1.0675,1,1,1,0,1,1,1,39
3651,1,1,3,3.70928468586076,194,0,1,3,3,20,2,1.15933333333333,2,1,1,0,1,1,1,33.6506428571429
3652,2,3,0,0,232,0.12,1.73021428571429,6.74313582251082,0,0,1,1,1,1,1,3,1,1,1,7
3653,0,0,0,3.42118566290369,194,0,0,12,0,24,2,1.125,2.06389642663173,0,0,1,1,1,1,7
3654,2,3,2,0,179,0,2,3,2,58,2,1.06,2.12193128326922,0,0,0,1,1,1,39
3655,1,14,1,0,115,0,0,3,1,21,2,1.0535,2,1,1,0,1,1,1,39
3656,0,3,3,3.05937831350492,194,0,0,3,3,41,2,1.02,1.98754535522585,0,0,4,1,1,1,34.1444295466735
3657,0,3,0,8.93652633383589,194,0,0,12,0,28,2,1.05,2.18968106435751,0,0,4,1,1,1,31.5583414585778
3658,3,14,0,0,115,0,2,3,0,0,2,1.04,2.11336358963604,0,0,0,1,1,1,39
3659,2,3,4,8,179,0.0964878048780488,1.924524886011,7.04340378610836,0,0,1,1.02,2.14722222222222,0,0,3,1,1,1,7
3660,2,3,2,3.15302962842457,265,0.100551396316102,2,3,2,30,2,1.02,2.13645186335404,0,0,4,1,1,1,39
3661,2,3,2,0,265,0.00285714285714271,1.81645839926433,8.1999106492311,0,0,1,1.01,1.84950689061154,0,0,3,1,1,1,39
3662,1,3,0,3.75990896358543,265,0.169326923076923,1,12,0,19,2,1,2,1,1,4,1,1,1,7
3663,2,3,3,0,35,0,2,3,3,19,2,1.10666666666667,2.16009090911654,0,0,4,1,1,1,39
3664,2,3,0,1,179,-2.13266904136589e-16,2.01636562030228,9,0,0,2,1.03,1.98336021505376,0,0,7,1,1,1,39
