"X","V1_Dir","V1_Action","V1_Lane_Nu","V1_Driver1","V1_Vehicle","V2_Driver1","V2_Dir","V2_Action","V2_Lane_Nu","V2_Driver_","Total_Vehi","Fatalities","Injury_Typ","Injured","Property_D","Crash_Type","Pedalcycli","Pedestrian","Motorcycli","V1_Type"
0,0,3,0,0,244,1.14010695187166,0.564128095760449,9,0,0,4,1.03,1.89625,0,0,4,1,1,1,21
1,1,3,0,8,28,0.89,1.29622377622378,7.68910256410256,0,0,1,1.12,1,1,1,3,1,1,1,39
2,0,6,1,8,179,1.16,0.49242887332903,8.67736225895317,0,0,1,1.07,1.81033333333333,0,0,3,1,1,1,38
3,3,16,0,4.77690562129392,199,1.19066666666667,2.03252792553323,8.55618772415062,0,0,1,1.07,1.95416120721384,0,0,3,1,1,1,37
4,1,3,0,0,179,1.1834398034398,1.13698531937342,7.08195374921938,0,0,1,1.04,1.93830952380952,0,0,3,1,1,1,39
5,3,3,1,3.32849770394117,157,1.5,2.32857668216806,7.35460363662592,0,0,1,1.05,2.11157787388051,0,0,3,1,1,1,39
6,0,15,1,11,115,0,0,14,1,48,2,1.18,1.77476506024096,0,0,0,1,1,1,38
7,2,3,3,4.83642983796389,194,1.73333333333333,1.84692307692308,6.82080357142857,0,0,1,1.09,2,1,1,3,1,0,1,25.4724694154084
8,0,3,2,8,179,1.06,0.430725574993378,9,2,0,6,1.07,1.77761904761905,0,0,4,1,1,1,39
9,2,3,1,3.14509259259259,136,4,3,13,1,25,2,1.22166666666667,1.92192456944342,0,0,0,1,1,1,7
10,0,14,0,0,74,1.08,1.16759796898311,8.66028887470325,0,0,1,1.09,1.85541666666667,0,0,3,1,1,1,7
11,1,3,4,0,185,0,1,12,4,22,2,1.01,1,1,1,4,1,1,1,39
12,1,3,0,0,194,0,1,12,0,49,2,1.06,1.96632160453688,0,0,4,1,1,1,34
13,1,3,1,0,118.800336147523,0,1,12,1,43,2,1.03,1.88072579461113,0,0,4,1,1,1,39
14,1,3,4,0,120.17249875841,0,1,12,4,21,3,1.015,1.77586477919844,0,0,4,1,1,1,48
15,1,3,0,0,35,0,1,3,0,24,2,1.02,2.04967273954116,0,0,4,1,1,1,20
16,2,3,0,8,67.3197106731692,0,2,13,0,23,3,1.39166666666667,2,2,1,0,1,1,1,39
17,2,6,1,3,175,0.72,1.96643772893773,6.08172023809524,0,0,1,1.02,2,1,1,3,1,1,1,7
18,2,1,1,0,267,2,2,3,1,16,3,1.09,2.07234375,0,0,0,1,1,1,49
19,1,6,0,0,179,0.38,1.15274281970676,7.60233096872674,0,0,1,1,1.76391791044776,0,0,3,1,1,1,39
20,3,0,1,0,266,0,3,3,1,23,2,1.18166666666667,2,1,1,0,1,1,1,34
21,1,6,0,3,179,0.380666666666667,1.13160409233584,8.18284308956888,0,0,1,1,1.8925,0,0,3,1,1,1,21
22,2,1,2,7.11022606164881,201,0,2,3,2,22,2,1.01,2.00844450903693,0,0,7,1,1,1,33.4885677731613
23,1,3,0,0,129.003210936005,0,1,12,5,27,2,1.03,1.84722083949276,0,0,4,1,1,1,19
24,1,3,0,18,175,0.2,1.29785008385008,7.87569835680751,0,0,1,1,2,1,1,3,1,1,1,39
25,2,3,0,8,179,0.38,1.91477011378792,8.3299020466076,0,0,1,1.01,2.12958333333333,0,0,3,1,1,1,48
26,2,3,1,0,35,0,2,12,1,23,2,1.20666666666667,2.0356097034068,0,0,0,1,1,1,39
27,2,3,2,0,134.05718582789,0,2,3,2,66,2,1.06,2,4,1,4,1,1,1,39
28,0,3,1,8,79,0,0,12,1,36,2,1.17,1.86221271552685,0,0,4,1,1,1,39
29,1,3,2,8,35,0,1,12,2,35,2,1.1,1.9720817178785,0,0,4,1,1,1,19
30,1,3,0,0,203,0,1,3,0,35,2,1.03,2.02852380952381,0,0,8,1,1,1,39
31,1,6,0,8,179,0.22,1.12148870772046,8.20355899238406,0,0,1,1,1.77916666666667,0,0,3,1,1,1,39
32,1,3,0,8,233,0.203636363636364,1.19354384969975,8.59930416300971,0,0,1,1,1.91851851851852,0,0,3,1,1,1,39
33,2,1,0,0,267,0,2,3,5,62,2,1.03,2.00928650037893,0,0,6,1,1,1,39
34,2,3,0,1.5005351975352,56,0,2,12,5,53,3,1.24666666666667,2,2,1,4,1,1,1,34
35,1,3,0,8,179,0.14,1.34995109395109,7.07476780125196,0,0,1,1,2,1,1,3,1,1,1,34
36,1,6,0,8,179,0,1,3,0,42,2,1.12,2,1,1,0,1,1,1,39
37,3,3,0,3.86675968329916,27,0,2,3,0,18,2,1.25166666666667,1,1,1,0,1,1,1,34
38,2,3,0,7.60259028643956,199,0,2,12,0,40,2,1.09,2.09254070649864,0,0,4,1,1,1,31.237693809068
39,0,14,0,0,115,0,3,3,0,46,3,1.23,1,1,1,0,1,1,1,7
40,1,6,0,8,179,0.406666666666667,1.19900549450549,6.84068560606061,0,0,1,1.01,1,1,1,3,1,1,1,7
41,1,6,2,3.28616097760242,157,0,2,3,2,47,2,1.05,2,1,1,6,1,1,1,30.463647039897
42,1,3,4,0,35,0,1,3,4,29,2,1.04,2.10946241586129,0,0,4,1,1,1,7
43,1,3,4,0,185,0,1,12,4,39,2,1.03,2.02575416877069,0,0,4,1,1,1,39
44,0,13,0,8,79,0.163333333333333,1.41495951332868,9,0,0,2,1.16,1.96775,0,0,0,1,1,1,37
45,2,1,3,0,267,0,2,3,3,40,2,1.01,2.1254057225546,0,0,7,1,1,1,39
46,1,3,3,0,185,0,1,3,3,26,3,1.015,2.03302674369033,0,0,4,1,1,1,39
47,1,3,4,1.74246018641324,35,0,1,12,4,23,2,1.14,2,1,1,4,1,1,1,39
48,2,3,2,1,135.28732747976,0,2,12,2,29,2,1.06,2.08436143495624,0,0,4,1,1,1,49
49,3,3,0,0,76.234674143063,0,0,13,0,31,2,1.33166666666667,2,1,1,0,1,1,1,20
50,1,3,1,0,35,0,2,3,1,28,2,1.08,2.14989515466284,0,0,4,1,1,1,39
51,1.22842421462637,6,0,3.98903098405413,127.066956826197,0,0,3,0,24,2,1.135,2,1,1,0,1,1,1,27.8860793650794
52,0,3,0,5.00653174603175,19,0,1,3,0,0,2,1.1,2,1,1,0,1,1,1,30.4616214514273
53,0,3,0,0,0,0,3,13,0,34,3,1.25666666666667,1.86064393529273,0,0,0,1,1,1,39
54,1,1,2,7.21122801298697,201,0,1,3,2,40,2,1.03,2.0569176273165,0,0,7,1,1,1,39
55,2,3,0,0,0,0,2,14,0,20,2,1.16666666666667,2.05070174945988,0,0,4,1,1,1,39
56,2,16,3,0,265,0,2,15,3,21,2,1.13,1.99147715112603,0,0,7,1,1,1,34
57,3,3,0,5.38984892577113,157,0.66,2.28494941937384,7.67212461988011,0,0,1,1.02,2.07238927738928,0,0,3,1,1,1,7
58,2,3,3,0,98,0,2,3,3,54,2,1.21916666666667,2,1,1,0,1,1,1,20
59,1,3,0,8,179,0.248311688311688,1.18039787405377,8.3929020466076,0,0,1,1,1.9725,0,0,3,1,1,1,39
60,1,16,0,5.87004970358851,179,0.2,1.14598281236835,8.54909006331255,0,0,1,1,1.83791666666667,0,0,3,1,1,1,39
61,2,3,0,0,143.466532276362,0.44,1.9376339869281,4.85505581576893,0,0,1,1,3,0,1,3,1,0,1,7
62,3,3,2,0,149.352694099379,4,3,9,2,35,2,1.15166666666667,1.95846153846154,0,0,3,1,1,1,7
63,0,3,1,17,244,0,0,12,1,31,2,1.11,2,6,1,4,1,1,1,7
64,1,3,4,0,137.083960977282,0,1,3,4,39,3,1.02,2,1,1,4,1,1,1,39
65,2,3,2,8,244,0.42,1.72,9,2,0,3,1.1,2,1,1,0,1,1,1,39
66,1,3,0,0,35,0.05,1.24078787878788,6.24595573870574,0,0,1,1.02,1,1,1,3,1,1,1,20
67,1,10,3,24,201,0,1,3,3,43,2,1.01,2.00327477017365,0,0,7,1,1,1,39
68,1.6652749052278,6,0,4.8816599530027,167.32269296852,0.36,1.88086626763407,8.05067057902973,0,0,1,1.01,2.01666666666667,0,0,3,1,1,1,11
69,0,3,0,0,179,0.1,0.642689149726739,4.71704653679654,0,0,1,1,2,1,1,3,1,1,1,39
70,1,3,0,0,7,-7.35869698509362e-17,1.34807158006103,6.8677205882353,0,0,1,1.08,2,1,1,3,1,1,1,39
71,1,14,0,0,265,0,3,3,0,41,2,1.11,2,1,1,0,1,1,1,49
72,0,3,0,8,172,0.12,0.669389792927383,7.94978169014084,0,0,1,1,1,1,1,3,1,1,1,39
73,3,3,0,0,265,0,1,3,0,54,2,1.1,2,1,1,0,1,1,1,39
74,3,3,1,0,35,0,3,12,1,61,2,1.17666666666667,1.99383841379121,0,0,4,1,1,1,20
75,1,3,0,1.9781,265,0,1,12,0,43,2,1.06,2,1,1,4,1,1,1,34
76,2,3,0,0,0,0,3,3,0,44,2,1.28666666666667,1,2,1,0,1,1,1,21
77,1.63127024360112,3,3,4.48027007320036,172.432213153354,0.273333333333333,1.802,6.52247023809524,0,0,1,1.01,2,1,1,3,1,0,1,26.2836844851813
78,1,1,3,8,201,0,1,3,3,46,3,1.01,2.03202477017365,0,0,7,1,1,1,20
79,1.76156020485998,3,3,1.43390913865546,133.631593869186,0,2,3,3,31,2,1.08,2,1,1,4,1,1,1,49
80,1,3,2,3.30888516197798,233,0.14,1.15972259545434,8.24690798565276,0,0,1,1,2.02326851851852,0,0,3,1,1,1,39
81,1,6,2,8,267,0,1,3,2,46,2,1.07,1.87778909112401,0,0,0,1,1,1,39
82,1,3,0,8,35,0,3,3,0,77,2,1.33,2,1,1,0,1,1,1,39
83,3,3,0,0,51,0.25,1.95123311410811,6.54432844932845,0,0,1,1.1,2,1,1,3,1,1,1,7
84,0,3,1,0,185,0,0,12,1,45,2,1.03,2,1,1,4,1,1,1,7
85,0,3,0,0,152.298843412059,0,0,12,0,40,2,1.04,2,1,1,4,1,1,1,7
86,2,3,1,0,179,0,2,12,1,64,2,1.03,2.00863766009667,0,0,7,1,1,1,46
87,2,3,1,0,185,0,2,3,1,27,2,1.02,2.09034454265009,0,0,4,1,1,1,19
88,0,16,0,4.24255555555555,0,0,1,3,0,25,2,1.245,2,1,1,0,1,1,1,34
89,2,6,0,12,175,0.14,1.94980216506997,8.25639232571739,0,0,1,1.01,2.15958333333333,0,0,3,1,1,1,49
90,0,1,1,0,267,0,0,3,1,22,2,1.03,2,1,1,4,1,1,1,34
91,3,14,0,0,179,0,0,12,0,57,2,1.135,2,3,1,0,1,1,1,7
92,1,3,0,5.88595836310381,164,0.161818181818182,1.24662508662509,6.99275,0,0,1,1,2,2,1,3,1,1,1,39
93,3,3,0,0,0,0,3,3,0,33,2,1.16833333333333,1.92865441163775,0,0,3,1,1,1,34
94,2,3,0,0,147.244477738789,0.173333333333333,1.93070083976126,5.38138036405344,0,0,1,1,2.17494980694981,0,0,3,1,0,1,6
95,0,14,0,0,115,0,2,3,0,42,2,1.1625,2,1,1,0,1,1,1,7
96,1,3,0,0,179,0.0319246519246518,1.15638066821063,6.63683486810049,0,0,1,1,1.97564935064935,0,0,3,1,1,1,34
97,0,3,1,8,244,0,0,12,1,44,2,1.02,2,1,1,4,1,1,1,39
98,0,14,2,0,203,0,1,3,2,62,2,1.125,2,2,1,0,1,1,1,32
99,3,14,0,9,136,0,0,3,0,45,2,1.2,2,1,1,0,1,1,1,34
100,1,3,4,0,185,0,1,12,4,33,2,1.03,2,1,1,4,1,1,1,39
101,3,3,1,0,244,0,3,12,1,35,2,1.07166666666667,2,1,1,4,1,1,1,45
102,2,7,0,0,167.40925116933,0,2,12,0,31,2,1.06,2.10629108851386,0,0,7,1,1,1,8
103,0,3,0,0,35,0.146666666666667,0.794711895508747,6.85120658819415,0,0,1,1,1.98531442080378,0,0,3,1,1,1,21
104,0,3,0,0,35,0,0,12,0,61,2,1.11,2.08709240824002,0,0,4,1,1,1,34
105,2,3,2,0,35,0.0999999999999999,1.84445020511687,6.91372907807223,0,0,1,1.07,2.07658485396936,0,0,3,1,1,1,39
106,0,3,0,0,265,0,2,3,0,62,2,1.115,2,2,1,0,1,1,1,38
107,0,10,0,8.52585714285714,194,0,0,12,0,54,2,1.04,2.04440297662575,0,0,7,1,1,1,26.2896248833001
108,2,3,2,0,126.34171469198,0,2,12,2,47,3,1.03,2.06039022352078,0,0,4,1,1,1,39
109,2,3,0,0,71,0.0266666666666666,1.62490242972578,6.25696342438122,0,0,1,1.07,1.99252777777778,0,0,3,1,1,1,34
110,1,3,4,3,35,0,1,3,4,68,2,1.105,2.0357221385947,0,0,0,1,1,1,7
111,3,3,0,0,0,0,0,13,0,57,2,1.25166666666667,1,1,1,0,1,1,1,7
112,0,3,0,0,145.3902374644,0,0,1,0,31,2,1.05,2,1,1,3,1,1,1,34
113,2,3,3,0,174.225473051133,0.267809523809524,2,3,3,0,2,1,2.01,0,0,3,1,1,1,34
114,2,6,0,0,179,0.206666666666667,1.81232954545455,7.48448850574713,0,0,1,1,1,1,1,3,1,1,1,39
115,1,6,2,0,267,0,1,3,2,65,2,1.02,1.98610951043339,0,0,7,1,1,1,39
116,2,3,0,0,35,0,2,3,5,20,2,1.10266666666667,2.11062033321276,0,0,4,1,1,1,39
117,1,3,3,0,185,0,1,3,3,33,3,1.025,2,1,1,4,1,1,1,39
118,2,15,0,0,35,-7.35522753814166e-17,1.44212710363252,8.20810406001889,0,0,1,1.05,1.98422366621067,0,0,3,1,1,1,39
119,0,3,2,3.63583333333333,164.293995726496,0.12,0.452777777777778,9,2,0,2,1,1,1,1,4,1,1,1,30
120,0,6,3,0,267,0,0,3,3,40,2,1.065,1.94217466194854,0,0,0,1,1,1,7
121,2,16,2,9,157,0.26,1.70299927771759,8.31433531746032,0,0,1,1.01,1.82725,0,0,3,1,1,1,34
122,3,3,3,0,116.175128662869,0,3,12,3,23,2,1.06166666666667,1.94829927997757,0,0,4,1,1,1,39
123,2,3,0,0,185,0,2,12,0,48,2,1.05,2.21566235552049,0,0,4,1,1,1,49
124,2,3,0,0,179,0.15,2.03485576923077,4.17798502886003,0,0,1,1.015,2,1,1,3,1,1,1,7
125,1,6,0,0,179,0.120666666666667,1.15490948637343,7.49673160975238,0,0,1,1,1.88512250161186,0,0,3,1,1,1,20
126,2,3,1,2.35577540129869,194,0.206666666666667,1.96074124211866,7.34798242174299,0,0,1,1,2.12,0,0,3,1,1,1,7
127,1,4,0,4.63611091798037,194,0.178969696969697,1.30098688155297,8.81157669335234,0,0,1,1.08,1.90851851851852,0,0,0,1,1,1,34
128,3,3,0,8,150.033948825352,0.326666666666667,2.21215454757897,7.11770154939397,0,0,1,1.02,2.09405594405594,0,0,3,1,1,1,7
129,1,3,0,0,115,0,3,3,0,38,2,1.15166666666667,1,3,1,0,1,1,1,39
130,1,3,2,0,35,0.16,1.28976558164058,7.15131898656899,0,0,1,1.06,2,1,1,3,1,1,1,39
131,0,14,0,0,265,0,3,3,0,0,2,1.08166666666667,2.0851667419537,0,0,0,1,1,1,39
132,2,3,2,0,179,0,2,3,2,59,2,1.075,2.07276236485744,0,0,0,1,1,1,7
133,2,15,0,0,35,0.0399999999999999,1.53066877029919,8.23254850446333,0,0,1,1.05,1.98125,0,0,3,1,1,1,49
134,3,3,1,0,35,0,3,3,1,24,3,1.29333333333333,1,2,1,0,1,1,1,7
135,3,1,0,0,267,0,3,3,0,34,2,1.05166666666667,2.1692151675485,0,0,7,1,1,1,39
136,3,3,1,0,244,0,3,12,1,66,2,1.1,2.01532364830573,0,0,4,1,1,1,34
137,3,6,2,0,179,0,3,3,2,77,2,1.19,2,1,1,0,1,1,1,7
138,0,3,3,17,185,0,0,3,3,59,2,1.02,2.02213727017365,0,0,4,1,1,1,38
139,1,6,0,0,115,0,3,3,0,21,2,1.13766666666667,2,1,1,0,1,1,1,39
140,1,6,0,4.60022535814291,157,0.121,1.12863614361789,8.27264112237528,0,0,1,1,1.82,0,0,3,1,1,1,39
141,3,3,0,24,179,0.24,1.77201679888739,7.87230303030303,0,0,1,1.09,2,2,1,0,1,1,1,39
142,1,3,1,0,35,0,1,3,1,47,2,1.15,2,1,1,4,1,1,1,39
143,2,3,0,0,265,0.012,1.78638816346697,7.10393939393939,0,0,1,1,1,1,1,3,1,0,1,39
144,3,14,3,0,140,0,0,3,3,59,2,1.135,1,1,1,0,1,1,1,30
145,3,3,1,0,35,0,3,12,1,71,2,1.24666666666667,1,1,1,4,1,1,1,34
146,0,3,2,3,185,2,3,12,2,35,3,1.13166666666667,2,2,1,4,1,1,1,49
147,1,3,0,0,35,0.0266666666666666,1.1835861965664,7.27167316201201,0,0,1,1.03,2.07854789590255,0,0,3,1,1,1,39
148,2,14,0,0,156,0,3,12,0,50,2,1.25,2,1,1,0,1,1,1,18
149,0,14,1,0,70,0,2,12,1,66,2,1.265,2,1,1,0,1,1,1,21
150,1,1,0,0,267,0,1,3,0,54,2,1.135,2,1,1,0,1,1,1,34
151,1,3,2,5.08415508909695,194,0,1,12,2,78,2,1.04,2,1,1,4,1,1,1,7
152,0,3,0,0,115,0.09,0.905069802808212,5.71390035218331,0,0,1,1,0,1,1,3,1,0,1,7
153,3,16,2,3.3430115563038,157,0,3,3,2,23,2,1.14166666666667,1.90427477017365,0,0,0,1,1,1,29.1196309343434
154,0,15,0,0,179,0.04,0.861508373333164,5.31544088669951,0,0,1,1.02,2,1,1,3,1,1,1,39
155,2,3,0,12,5,0.246666666666667,1.5896065400727,7.02911143419516,0,0,1,1.08,1.89892424242424,0,0,3,1,1,1,7
156,1,1,0,0,267,0,1,3,0,0,2,1,1.91198757309942,0,0,4,1,1,1,7
157,0,3,3,0,35,0,0,12,3,47,3,1.16,2,2,1,4,1,1,1,39
158,0,3,3,17,35,0,0,12,3,30,2,1.15,2,1,1,4,1,1,1,34
159,0,3,3,24,35,0,0,12,3,33,2,1.13,2,1,1,4,1,1,1,7
160,2,3,2,0,179,0,2,3,2,45,4,1.055,2.07177477017365,0,0,0,1,1,1,7
161,0,3,3,4.19761650083096,35,0,0,12,3,46,2,1.09,2.07910513492914,0,0,4,1,1,1,20
162,1,3,0,0,0,0.0866666666666666,1.5694597364409,5.92348282384141,0,0,1,1.03,2.05599263148199,0,0,3,1,1,1,7
163,1,6,3,0,267,0,1,3,3,84,3,1.04,1.94526560627553,0,0,0,1,1,1,39
164,1,14,2,0,35,0.0399999999999999,1.35531045751634,7.8413342835841,0,0,1,1.01,1.95034090909091,0,0,3,1,1,1,11
165,2,3,0,0,35,0.0499999999999999,1.78664424524751,6.43289224664225,0,0,1,1.12,1,1,1,3,1,1,1,39
166,1,3,2,0,179,0,1,3,2,39,3,1.065,2,1,1,0,1,1,1,7
167,3,3,1,20,35,0,3,3,1,61,2,1.23666666666667,2,2,1,4,1,1,1,18
168,2,3,0,5.29177018509206,152,0.16,1.8330608974359,6.34985507246377,0,0,1,1.02,1,1,1,3,1,1,1,7
169,3,14,0,0,115,0,0,3,0,77,2,1.125,2,1,1,0,1,1,1,7
170,3,14,1,0,35,0,3,13,1,49,3,1.17666666666667,1.85274104865385,0,0,2,1,1,1,7
171,1,3,0,0,35,0.00666666666666657,1.1735861965664,7.27167316201201,0,0,1,1.03,2.05473837209302,0,0,3,1,1,1,39
172,1,15,3,0,35,0,0,3,3,58,2,1.1,1.88497477017365,0,0,6,1,1,1,39
173,2,3,1,0,185,0,2,12,1,82,2,1.03,2.08855630900434,0,0,4,1,1,1,39
174,2,3,0,24,35,0.211212121212121,1.96583410417526,8.08815727699531,0,0,1,1.17,2.03795833333333,0,0,0,1,1,1,49
175,2,6,0,0,35,0,2,3,0,52,2,1.16666666666667,2,1,1,4,1,1,1,19
176,1,3,3,6.00887403732641,194,0,2,3,3,49,2,1.01,2.07514131152703,0,0,4,1,1,1,31.9079290967653
177,2,3,1,2.18466395693434,185,0,2,12,1,57,2,1.04,2,1,1,4,1,1,1,39
178,2,3,0,0,179,0.0266666666666666,1.87727678603721,6.77456848786419,0,0,1,1,1.9880303030303,0,0,3,1,1,1,34
179,2,3,0,0,179,0.00666666666666654,1.92769345270387,7.09968736898307,0,0,1,1,2.04321059431525,0,0,3,1,1,1,39
180,1,6,1,0,203,0.12,1.20150084017067,7.10137131563473,0,0,1,1,1.84577467552491,0,0,3,1,1,1,7
181,1,6,1,0,179,0.106666666666667,1.19551648351648,5.47942052329099,0,0,1,1,2,1,1,3,1,1,1,34
182,2,3,1,0,123.625269879767,0,2,12,1,31,2,1.06,2.13693138241806,0,0,4,1,1,1,38
183,1,3,2,7.22049231752301,194,0,1,3,2,25,2,1.04,2.1329176273165,0,0,7,1,1,1,33.2522603917646
184,1,14,1,0,73,0.168666666666667,1.28396293866384,9,1,0,2,1.12,1,2,1,0,1,0,1,19
185,0,14,0,24,115,0,3,3,0,50,2,1.24,1,1,1,0,1,1,1,39
186,2,3,2,0,35,0,2,3,2,60,2,1.15666666666667,2.14899493946082,0,0,4,1,1,1,39
187,3,14,0,0,115,0,3,3,0,41,2,1.14,2,1,1,0,1,1,1,39
188,3,14,0,24,115,0,0,3,0,45,2,1.0875,1.93968326063724,0,0,0,1,1,1,39
189,1,3,1,0,185,0,1,12,1,50,2,1.05,2,1,1,4,1,1,1,34
190,0,3,0,0,0,0,1,3,0,16,3,1.14,1,5,1,0,1,1,1,11
191,2,3,1,0,265,0,2,3,1,34,2,1.04,2,1,1,4,1,1,1,39
192,1,6,1,0,38,0,2,3,1,33,2,1.145,2,2,1,0,1,1,1,7
193,0,3,0,0,265,0,1,13,0,44,2,1.115,1,1,1,0,1,1,1,7
194,1,3,1,1,179,0.0482882882882882,1.21799081742845,7.62306537212593,0,0,1,1,2.02034090909091,0,0,3,1,1,1,11
195,1,3,0,0,35,0,1,12,0,53,2,1.19,2,1,1,4,1,1,1,38
196,3,3,0,0,179,0.113510324483776,2.37997145589593,7.29518817210152,0,0,1,1,2.08401035082385,0,0,3,1,1,1,34
197,1,1,0,0,179,-4.50681159058774e-17,1,3,0,47,2,1.03,2,2,1,4,1,1,1,21
198,2,16,1,7.66857142857143,195,0.22,1.62798707439413,9,1,0,2,1.1,1.71276506024096,0,0,0,1,1,1,38
199,2,15,0,0,115,0.12,1.85202514152514,5.11087720103627,0,0,1,1.03,2,1,1,3,1,0,1,39
200,0,3,0,0,115,0,2,3,0,22,2,1.0625,2.0653424226183,0,0,0,1,1,1,38
201,1,3,0,0,265,2,3,3,0,51,2,1.2,2,3,1,0,1,1,1,39
202,1,3,0,0,144.881699035434,0,1,12,0,25,2,1.03,2,1,1,4,1,1,1,39
203,2,3,0,3.19207194817685,265,0.222666666666667,1.9157099871385,8.67843517477815,0,0,1,1,1.936,0,0,3,1,1,1,7
204,2,3,0,0,35,0.0266666666666666,1.66490242972578,6.45038865412224,0,0,1,1.04,1.96561868686869,0,0,3,1,1,1,34
205,3,3,0,0,185,0,3,12,0,21,2,1.10166666666667,2,1,1,4,1,1,1,7
206,0,3,0,0,244,0,0,12,0,68,2,1.04,2.03335218021874,0,0,4,1,1,1,7
207,0,3,1,10.0343823618242,194,0,0,12,1,55,2,1.03,2,1,1,4,1,1,1,28.2099630779848
208,2,3,4,0,265,0,2,3,4,40,2,1.04,2.09266880882415,0,0,0,1,1,1,39
209,3,1,1,0,267,0,3,3,1,57,2,1.05,2.08348277748307,0,0,7,1,1,1,39
210,2,3,2,0,35,0,2,12,2,50,2,1.16666666666667,2,1,1,4,1,1,1,20
211,2,3,0,0,185,0,2,12,0,24,3,1.055,2,1,1,4,1,1,1,7
212,2,6,0,0,267,0,2,3,5,50,2,1.07,2.07590022945105,0,0,0,1,1,1,39
213,2,6,0,0,179,0.206666666666667,1.77982954545455,7.51448850574713,0,0,1,1,1,1,1,3,1,1,1,39
214,1,3,1,0,179,0.0682882882882882,1.23383234200217,6.49159606937258,0,0,1,1,1.90511363636364,0,0,3,1,1,1,21
215,1,6,0,0,179,0.0399999999999999,1.02840684425224,9,0,0,4,1.01,2.02383333333333,0,0,7,1,1,1,12
216,1,6,0,0,47,-8.975459264704e-17,1.18484369689975,7.73153394298903,0,0,1,1.03,2.08098837209302,0,0,3,1,1,1,39
217,2,10,0,4.60219571593646,194,0,2,3,0,61,2,1.04,1.97986021505376,0,0,7,1,1,1,30.2736742639218
218,1.2924307303048,3,1,3.59921644910645,159.97814677527,0.327666666666667,1.14690405337774,9,1,0,2,1.05,1.69876506024096,0,0,0,1,1,1,39
219,0,3,0,0,0,0,0,13,0,24,2,1.24,2,2,1,0,1,1,1,39
220,1,14,0,0,175,0.120666666666667,1.08716708291708,8.00536933150775,0,0,1,1,1.88042553191489,0,0,3,1,1,1,11
221,1,6,0,24,259,0.0466666666666667,1.09112658620044,8.14715158497665,0,0,1,1,2.01411337209302,0,0,3,1,1,1,39
222,1,3,4,0,156.005571013216,0.213727272727273,1.18108959899749,5.09628033753571,0,0,1,1,2.2275,0,0,3,1,1,1,39
223,2,1,1,0,267,0,2,3,1,57,2,1.075,2.1131972264827,0,0,0,1,1,1,7
224,2,3,1,0,131.234987152499,0,2,3,1,23,2,1.02,2.03206462546583,0,0,4,1,1,1,7
225,1.17067894546768,6,3,1.96895469338245,179.805000468802,0,1,3,3,30,2,1.02,2.01975706831029,0,0,7,1,1,1,21
226,1,3,1,0,185,0,1,12,1,29,3,1.055,2,2,1,4,1,1,1,39
227,3,14,0,24,244,0,3,13,0,31,2,1.26166666666667,1.93642456421559,0,0,0,1,1,1,34
228,3,3,0,0,35,0,3,12,0,24,2,1.13833333333333,2.21807702187523,0,0,4,1,1,1,39
229,0,6,2,0,115,0,1,3,2,35,2,1.0575,1.91403667493555,0,0,0,1,1,1,39
230,2,3,0,8,115,0,1,13,0,40,2,1.21,1.99737307151104,0,0,0,1,1,1,12
231,1,14,0,0,115,0,0,3,0,0,2,1.02,2.05061530459324,0,0,0,1,1,1,39
232,2,3,0,0,150.088694928777,0.0533333333333333,1.86228655404698,5.40336675485562,0,0,1,1,2.29440693269908,0,0,3,1,1,1,39
233,1,14,0,0,115,0,2,3,0,22,2,1.0675,1,2,1,0,1,1,1,39
234,3,6,0,0,115,0,2,3,0,0,3,1.04,2.06309462759463,0,0,0,1,1,1,21
235,2,3,3,23,184,0.234912280701754,1.83076923076923,7.11338690476191,0,0,1,1.01,0,1,1,3,1,1,1,27
236,2,2,0,0,274,0.0266666666666666,1.67595552736531,7.59382647654161,0,0,1,1,1.79900689061154,0,0,3,1,1,1,39
237,2,0,0,0,266,0,2,12,0,0,2,1.065,1.83785133565621,0,0,1,1,1,1,6
238,1,3,3,0,244,0,1,12,3,27,2,1.04,1,2,1,4,1,0,1,7
239,1,15,0,0,115,0.041,1.3022478463052,5.23865497881405,0,0,1,1.01,2,1,1,3,1,0,1,39
240,1,3,4,0,117.505467135242,0,1,12,4,27,3,1.055,2,2,1,4,1,1,1,34
241,3,3,3,0,244,0,0,3,3,40,3,1.02,1,1,1,4,1,1,1,39
242,1,3,1,0,155,0.133725490196078,1.19941163411752,9,1,0,2,1.04,1.7495983935743,0,0,0,1,1,1,7
243,3,3,0,3,115,0,3,3,0,0,2,1.05166666666667,2.07362637362637,0,0,4,1,1,1,20
244,2,3,3,2.38687210817856,157,4,2,3,3,28,2,1.16,1.94,0,0,0,1,1,1,34
245,1,3,0,0,35,0,1,12,0,40,3,1.16,2,1,1,4,1,1,1,47
246,1,6,0,0,267,0,1,3,0,49,2,1.06,2.06898165522502,0,0,0,1,1,1,39
247,1,3,0,0,179,0.0218181818181818,1.09762121212121,6.62689726939727,0,0,1,1,1,1,1,3,1,1,1,39
248,1,3,2,0,244,0,1,3,2,39,2,1.02,2,1,1,4,1,1,1,20
249,1,6,0,0,267,0,1,12,5,21,3,1.025,1.88669645538014,0,0,4,1,1,1,38
250,2,14,1,24,95,0.32,1.71715584337415,7.90873862620165,0,0,1,1.02,1.803625,0,0,3,1,1,1,19
